,Month,Decade,Type,Country,Area,Location,Activity,Fatal,Time
270,Jun-Aug,2010,Unprovoked,NEW CALEDONIA,unknown," Côte-Blanche, Nouméa ",sports table,N,12-17
271,Mar-May,2010,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",sports table,Y,12-17
272,Mar-May,2010,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",low water,N,12-17
273,Mar-May,2010,Unprovoked,USA,Florida,"Neptune, Duval County",low water,N,12-17
274,Mar-May,2010,Unprovoked,USA,Florida,"Vero Beach, Indian River County",low water,N,12-17
275,Mar-May,2010,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",low water,N,18-22
276,Mar-May,2010,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",low water,N,12-17
277,Mar-May,2010,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",low water,N,7-11
278,Mar-May,2010,Provoked,USA,Florida,"Boca Raton, Palm Beach County",unknown,N,12-17
279,Mar-May,2010,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",low water,N,12-17
280,Mar-May,2010,Provoked,NEW ZEALAND,North Island,Cormandel,fishing,N,12-17
281,Mar-May,2010,Unprovoked,INDONESIA,Bali,Balian,sports table,N,7-11
282,Mar-May,2010,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",sports table,N,12-17
284,Mar-May,2010,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",low water,N,12-17
285,Mar-May,2010,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,fishing,M,7-11
286,Mar-May,2010,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,fishing,N,7-11
287,Mar-May,2010,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",fishing,N,unknown
288,Mar-May,2010,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,low water,Y,7-11
289,Mar-May,2010,Invalid,CAPE VERDE,Boa Vista Island,unknown,unknown,unknown,unknown
290,Mar-May,2010,Unprovoked,USA,Florida,"Florida Keys, Monroe County",fishing,N,unknown
291,Mar-May,2010,Invalid,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",unknown,unknown,unknown
292,Mar-May,2010,Unprovoked,USA,Hawaii,"Olowalu, Maui",underwater,N,7-11
293,Mar-May,2010,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,sports table,N,18-22
294,Mar-May,2010,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",unknown,unknown,unknown
295,Mar-May,2010,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,sports table,N,7-11
296,Mar-May,2010,Provoked,BAHAMAS,unknown,unknown,unknown,N,unknown
297,Mar-May,2010,Invalid,USA,California,"Bolsa Chica State Park, Orange County",sports table,unknown,7-11
298,Mar-May,2010,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",low water,N,12-17
299,Mar-May,2010,Unprovoked,Fiji,Vanua Levu,unknown,underwater,Y,12-17
300,Mar-May,2010,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",unknown,N,12-17
301,Mar-May,2010,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,fishing,N,low afluency
302,Mar-May,2010,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,low water,N,unknown
303,Dec-Feb,2010,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",sports table,N,18-22
304,Dec-Feb,2010,Unprovoked,NEW CALEDONIA,South Province,Yate,fishing,N,12-17
305,Dec-Feb,2010,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",low water,N,12-17
306,Dec-Feb,2010,Invalid,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,unknown,unknown,unknown
307,Dec-Feb,2010,Invalid,AUSTRALIA,Tasmania,Nettley Bay,sports table,unknown,12-17
308,Dec-Feb,2010,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,low water,N,12-17
309,Dec-Feb,2010,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,sports table,N,12-17
310,Dec-Feb,2010,Unprovoked,BRAZIL,Balneário Camboriú,Estaleirinho beach,low water,N,unknown
311,Dec-Feb,2010,Boating,SOUTH AFRICA,KwaZulu-Natal,unknown,fishing,N,unknown
312,Dec-Feb,2010,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",sports table,N,12-17
313,Dec-Feb,2010,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",sports table,N,7-11
314,Dec-Feb,2010,Unprovoked,USA,Texas,Off Surfside,fishing,N,7-11
315,Dec-Feb,2010,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,fishing,N,unknown
316,Dec-Feb,2010,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",unknown,N,7-11
317,Dec-Feb,2010,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",sports table,N,unknown
318,Dec-Feb,2010,Unprovoked,AUSTRALIA,Queensland,Heron Island,low water,N,12-17
319,Dec-Feb,2010,Unprovoked,AUSTRALIA,Queensland,Miall Island,fishing,N,7-11
320,Dec-Feb,2010,Boating,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,fishing,N,7-11
321,Dec-Feb,2010,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",low water,N,unknown
322,Dec-Feb,2010,Unprovoked,USA,Hawaii,La'aloa Beach Park,unknown,N,7-11
323,Dec-Feb,2010,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,sports table,N,7-11
324,Dec-Feb,2010,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,underwater,N,unknown
325,Dec-Feb,2010,Unprovoked,ARUBA,unknown,Boat capsized,unknown,Y,unknown
326,Dec-Feb,2010,Boating,AUSTRALIA,New South Wales,Lake Macquarie,fishing,N,7-11
327,Dec-Feb,2010,Unprovoked,BAHAMAS,unknown,Off Andros Island,fishing,N,unknown
328,Dec-Feb,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,low water,N,7-11
329,Sep-Nov,2010,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",underwater,N,7-11
330,Sep-Nov,2010,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",sports table,N,12-17
331,Sep-Nov,2010,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",low water,N,7-11
332,Sep-Nov,2010,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",sports table,N,unknown
333,Sep-Nov,2010,Unprovoked,AUSTRALIA,New South Wales,East Ballina,sports table,N,18-22
334,Sep-Nov,2010,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",sports table,unknown,7-11
335,Sep-Nov,2010,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",low water,N,7-11
336,Sep-Nov,2010,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",low water,N,12-17
337,Sep-Nov,2010,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,fishing,N,low afluency
338,Sep-Nov,2010,Unprovoked,AUSTRALIA,Western Australia,Bald Island,fishing,N,unknown
339,Sep-Nov,2010,Unprovoked,USA,Hawaii,"Malaka, Oahu",low water,N,12-17
340,Sep-Nov,2010,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,sports table,N,12-17
342,Sep-Nov,2010,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",sports table,N,12-17
343,Sep-Nov,2010,Unprovoked,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",fishing,Y,unknown
344,Sep-Nov,2010,Invalid,USA,Hawaii,"Waikiki, ",sports table,unknown,18-22
345,Sep-Nov,2010,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",low water,N,7-11
346,Sep-Nov,2010,Boating,USA,California,"Off Leffingwell Landing, San Luis Obispo County",fishing,N,7-11
347,Sep-Nov,2010,Unprovoked,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",sports table,N,12-17
348,Sep-Nov,2010,Unprovoked,USA,Hawaii,"Leftovers, Oahu",sports table,N,7-11
349,Sep-Nov,2010,Unprovoked,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",fishing,N,unknown
350,Sep-Nov,2010,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach,sports table,N,12-17
351,Sep-Nov,2010,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",low water,N,12-17
352,Sep-Nov,2010,Unprovoked,USA,Texas,Galveston,low water,N,7-11
354,Sep-Nov,2010,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",sports table,N,12-17
355,Sep-Nov,2010,Unprovoked,AUSTRALIA,Queensland,"Russel Island, Frankland Group",underwater,N,12-17
356,Sep-Nov,2010,Boating,USA,California,"Horseshoe Rock, Santa Barbara County",fishing,N,7-11
358,Sep-Nov,2010,Unprovoked,USA,Hawaii,"Upolu Point, North Kohala, Big Island",fishing,N,12-17
359,Sep-Nov,2010,Unprovoked,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",low water,N,12-17
360,Sep-Nov,2010,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",unknown,N,7-11
361,Sep-Nov,2010,Boating,USA,California,"Gaviota State Beach, Santa Barbara County",fishing,N,unknown
362,Sep-Nov,2010,Unprovoked,USA,Florida,"Big Talbot Island, Duval County",low water,N,18-22
363,Sep-Nov,2010,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",sports table,N,12-17
364,Sep-Nov,2010,Unprovoked,AUSTRALIA,New South Wales,North Shelly Beach,sports table,N,low afluency
365,Sep-Nov,2010,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",unknown,N,12-17
366,Sep-Nov,2010,Provoked,USA,California,"Deer Creek Beach, Ventura County",fishing,N,12-17
367,Sep-Nov,2010,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,unknown,N,7-11
368,Sep-Nov,2010,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",unknown,N,12-17
369,Sep-Nov,2010,Unprovoked,THAILAND,Phuket,Karon Beach,low water,N,7-11
370,Sep-Nov,2010,Unprovoked,FIJI,unknown,unknown,fishing,N,unknown
371,Jun-Aug,2010,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",sports table,N,7-11
372,Jun-Aug,2010,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",sports table,N,7-11
373,Jun-Aug,2010,Invalid,USA,Florida,"Cocoa Beach, Brevard  County",unknown,unknown,18-22
374,Jun-Aug,2010,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,sports table,N,12-17
375,Jun-Aug,2010,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",sports table,N,12-17
376,Jun-Aug,2010,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",low water,N,12-17
377,Jun-Aug,2010,Boating,USA,California,Santa Barbara County,fishing,N,7-11
378,Jun-Aug,2010,Invalid,SPAIN,Alicante,"Poniente Beach, Benidorm",low water,unknown,7-11
379,Jun-Aug,2010,Provoked,USA,California,Cortes Bank,fishing,N,7-11
380,Jun-Aug,2010,Unprovoked,AUSTRALIA,New South Wales,Evans Head,sports table,N,low afluency
381,Jun-Aug,2010,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,sports table,N,unknown
382,Jun-Aug,2010,unknown,AUSTRALIA,Victoria,Tyrendarra Beach,sports table,unknown,unknown
383,Jun-Aug,2010,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",sports table,N,18-22
384,Jun-Aug,2010,Invalid,USA,South Carolina,"Edisto Beach, Colleton County",low water,unknown,7-11
385,Jun-Aug,2010,Unprovoked,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",underwater,Y,7-11
386,Jun-Aug,2010,Provoked,USA,California,"La Jolla, San Diego County",fishing,N,unknown
387,Jun-Aug,2010,Unprovoked,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,sports table,N,unknown
388,Jun-Aug,2010,Unprovoked,REUNION,unknown,St. Leu,sports table,N,unknown
389,Jun-Aug,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,sports table,N,unknown
390,Jun-Aug,2010,Unprovoked,USA,California,"Huntington Beach, Orange County",sports table,N,7-11
391,Jun-Aug,2010,Invalid,USA,California,"Huntington Beach, Orange County",low water,unknown,unknown
392,Jun-Aug,2010,Invalid,FRENCH POLYNESIA,Bora Bora,unknown,low water,unknown,unknown
393,Jun-Aug,2010,Unprovoked,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",fishing,N,unknown
394,Jun-Aug,2010,Unprovoked,USA,North Carolina,"Off Surf City, Pender County",unknown,N,18-22
395,Jun-Aug,2010,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,sports table,N,7-11
396,Jun-Aug,2010,Unprovoked,AUSTRALIA,New South Wales,East Ballina,low water,N,7-11
397,Jun-Aug,2010,Unprovoked,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",low water,N,12-17
398,Jun-Aug,2010,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock, Yamba",sports table,N,unknown
399,Jun-Aug,2010,Unprovoked,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",unknown,N,18-22
400,Jun-Aug,2010,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",low water,N,12-17
401,Jun-Aug,2010,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,low water,N,12-17
402,Jun-Aug,2010,Invalid,USA,Florida,"Jacksonville Beach, Duval County",low water,unknown,18-22
403,Jun-Aug,2010,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",sports table,N,12-17
404,Jun-Aug,2010,Unprovoked,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",low water,N,7-11
405,Jun-Aug,2010,Provoked,AUSTRALIA,Western Australia,Rottnest Island,low water,N,unknown
406,Jun-Aug,2010,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",low water,N,7-11
407,Jun-Aug,2010,Unprovoked,USA,North Carolina,Surf City,low water,N,12-17
408,Jun-Aug,2010,Invalid,AUSTRALIA,Western Australia,Denmark,sports table,N,7-11
409,Jun-Aug,2010,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",low water,N,unknown
410,Jun-Aug,2010,Unprovoked,PUERTO RICO,unknown,Off Cabo Rojo,fishing,N,7-11
411,Jun-Aug,2010,Unprovoked,USA,Florida,Daytona Beach Shores,low water,N,12-17
412,Jun-Aug,2010,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",low water,N,12-17
414,Jun-Aug,2010,Unprovoked,USA,California,Off San Diego,unknown,N,unknown
415,Jun-Aug,2010,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",sports table,N,12-17
416,Jun-Aug,2010,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",unknown,N,7-11
417,Jun-Aug,2010,Unprovoked,USA,Florida,Fort Lauderdale,unknown,N,unknown
418,Jun-Aug,2010,Unprovoked,REUNION,Le Port,Folette,sports table,N,12-17
421,Mar-May,2010,Unprovoked,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,fishing,N,7-11
422,Mar-May,2010,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",low water,N,unknown
424,Mar-May,2010,Unprovoked,USA,South Carolina,Sullivan's Island,unknown,N,12-17
425,Mar-May,2010,Unprovoked,NEW CALEDONIA,unknown,Kouare ,underwater,Y,unknown
427,Mar-May,2010,Unprovoked,AUSTRALIA,New South Wales,Saltwater Beach,sports table,N,12-17
428,Mar-May,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,underwater,N,12-17
429,Mar-May,2010,Unprovoked,USA,Hawaii,Kanahena Cove ,underwater,Y,7-11
430,Mar-May,2010,Unprovoked,USA,Florida,"Resident's Beach, Marco Island",low water,N,12-17
431,Mar-May,2010,Unprovoked,AUSTRALIA,South Australia,Fishery Bay,sports table,N,7-11
432,Jun-Aug,2010,Unprovoked,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",sports table,N,7-11
433,Mar-May,2010,Unprovoked,USA,Florida,"Florida Keys, Monroe County",unknown,N,unknown
434,Mar-May,2010,Unprovoked,REUNION,Saint-Gilles-les-Bains,Cap Homard,sports table,Y,7-11
435,Mar-May,2010,Unprovoked,AUSTRALIA,New South Wales,McKenzies Beach,unknown,N,7-11
436,Mar-May,2010,Unprovoked,USA,Florida,"3 miles off Jupiter, Palm Beach County",fishing,N,12-17
437,Mar-May,2010,Invalid,ITALY,Sardinia,unknown,underwater,unknown,unknown
438,Mar-May,2010,Invalid,BRAZIL,Pernambuco,"Praia del Chifre, Olinda",sports table,unknown,7-11
439,Mar-May,2010,Boating,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,fishing,N,unknown
440,Mar-May,2010,Unprovoked,EGYPT,unknown,Marsa Alam,low water,Y,unknown
441,Mar-May,2010,Unprovoked,USA,Hawaii,Hapuna Beach,low water,N,7-11
442,Mar-May,2010,Unprovoked,FRENCH POLYNESIA,Bora Bora,Anau,unknown,N,7-11
443,Mar-May,2010,Boating,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",fishing,N,7-11
444,Mar-May,2010,Provoked,MEXICO,Sinaloa,Mazlatan,fishing,N,7-11
445,Mar-May,2010,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",unknown,N,unknown
446,Dec-Feb,2010,Boating,ATLANTIC OCEAN,unknown,unknown,sports boat,N,unknown
447,Dec-Feb,2010,Unprovoked,REUNION,dÉtang-Salé,Ravine Mula,low water,Y,18-22
448,Dec-Feb,2010,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,sports table,Y,7-11
449,Dec-Feb,2010,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",sports table,N,low afluency
450,Dec-Feb,2010,Unprovoked,AUSTRALIA,New South Wales,Mereweather Beach,sports table,N,unknown
451,Dec-Feb,2010,Boating,AUSTRALIA,Queensland,"Nerang River, Surfer's  Paradise",sports boat,N,low afluency
452,Dec-Feb,2010,Provoked,USA,Hawaii,Lahaina,fishing,N,low afluency
453,Dec-Feb,2010,Unprovoked,AUSTRALIA,New South Wales,Flat Rock,sports table,N,unknown
454,Dec-Feb,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon Beach,low water,N,12-17
455,Dec-Feb,2010,Boating,USA,Florida,Off Panama City,fishing,N,unknown
456,Dec-Feb,2010,Invalid,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",sports table,unknown,unknown
457,Dec-Feb,2010,Boating,AUSTRALIA,New South Wales,Off Blacksmith Beach,fishing,N,12-17
458,Dec-Feb,2010,Unprovoked,AUSTRALIA,New South Wales,"Mollymook Beach, Bannister Head",unknown,N,unknown
459,Dec-Feb,2010,Invalid,USA,Florida,unknown,low water,unknown,low afluency
460,Dec-Feb,2010,Unprovoked,BAHAMAS,Abaco Islands,"Tahiti Beach, Elbow Cay",underwater,N,12-17
461,Dec-Feb,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,sports table,N,7-11
462,Dec-Feb,2010,Unprovoked,USA,Florida,"Windsor Beach, Indian River County",unknown,N,12-17
463,Dec-Feb,2010,Unprovoked,AUSTRALIA,New South Wales,Bherwerre Beach,sports table,N,7-11
464,Dec-Feb,2010,Unprovoked,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,fishing,Y,7-11
465,Dec-Feb,2010,Sea Disaster,GREECE,unknown,33 nautical miles off Othonoi Island,unknown,N,unknown
466,Dec-Feb,2010,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,low water,unknown,7-11
467,Dec-Feb,2010,Unprovoked,USA,California,"Montaña de Oro State Park, San Luis Obispo County ",sports table,N,7-11
468,Dec-Feb,2010,Provoked,AUSTRALIA,Victoria,Paradise Beach,fishing,N,7-11
469,Dec-Feb,2010,Unprovoked,JAPAN,unknown,unknown,underwater,N,unknown
470,Dec-Feb,2010,Unprovoked,AUSTRALIA,Queensland,Rudder Reef,fishing,Y,7-11
471,Dec-Feb,2010,Provoked,SPAIN,Granada,Off Motril,fishing,N,7-11
472,Sep-Nov,2010,Unprovoked,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",sports table,N,low afluency
473,Sep-Nov,2010,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),unknown,fishing,Y,unknown
474,Sep-Nov,2010,Boating,AUSTRALIA,Western Australia,Freo,fishing,N,unknown
475,Sep-Nov,2010,Boating,USA,California,"Franklin Point, San Mateo County",unknown,N,unknown
476,Sep-Nov,2010,Unprovoked,USA,Florida,"Indian Harbor Beach, Brevard County",sports table,N,12-17
477,Sep-Nov,2010,Unprovoked,USA,Hawaii,"Airplane Beach, Lahina, West Maui",underwater,N,12-17
478,Sep-Nov,2010,Unprovoked,AUSTRALIA,New South Wales,Moonee Beach,sports table,N,low afluency
479,Sep-Nov,2010,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",sports table,N,12-17
480,Sep-Nov,2010,Unprovoked,USA,Hawaii,"North Kohala, Hawaii County",sports table,N,7-11
481,Sep-Nov,2010,Provoked,AUSTRALIA,New South Wales,Wallabi Point,sports table,N,18-22
482,Sep-Nov,2010,Unprovoked,USA,Hawaii,"Kihei, Maui",unknown,N,7-11
483,Sep-Nov,2010,Unprovoked,USA,Hawaii,"Kahului, Maui",unknown,N,7-11
484,Sep-Nov,2010,Boating,USA,California,"Leadbetter Beach, Santa Barbara County",sports boat,N,unknown
485,Sep-Nov,2010,Unprovoked,USA,Hawaii,"Maalaea, South Maui",sports table,N,7-11
486,Sep-Nov,2010,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,sports table,N,low afluency
487,Sep-Nov,2010,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",low water,N,unknown
488,Sep-Nov,2010,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",low water,N,12-17
489,Sep-Nov,2010,Boating,AUSTRALIA,Western Australia,"Castle Rock, north of Dunsborough",sports boat,N,12-17
491,Sep-Nov,2010,Unprovoked,USA,Florida,"Cherie Down Park, Brevard County",fishing,N,12-17
493,Sep-Nov,2010,Boating,USA,California,Santa Barbara County,sports boat,N,12-17
494,Sep-Nov,2010,Boating,USA,California,Santa Barbara County,sports boat,N,7-11
495,Sep-Nov,2010,Unprovoked,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",sports table,N,12-17
496,Sep-Nov,2010,Unprovoked,AUSTRALIA,Western Australia,"Kelpids Beach, Wylie Bay, Esperance",sports table,N,7-11
498,Sep-Nov,2010,Unprovoked,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,unknown,N,unknown
499,Sep-Nov,2010,Invalid,USA,California,"Manresa State Beach, Santa Cruz County",sports table,unknown,18-22
500,Sep-Nov,2010,Unprovoked,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",low water,Y,7-11
501,Sep-Nov,2010,Unprovoked,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",fishing,N,12-17
502,Sep-Nov,2010,Boating,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",sports boat,N,18-22
503,Sep-Nov,2010,Provoked,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",fishing,N,18-22
504,Sep-Nov,2010,Unprovoked,SPAIN,Catalonia,Salou,unknown,N,unknown
505,Jun-Aug,2010,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",low water,N,12-17
506,Jun-Aug,2010,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",sports table,N,unknown
507,Jun-Aug,2010,Invalid,USA,Florida,"Atlantic Beach, Duval County",unknown,unknown,12-17
508,Jun-Aug,2010,Provoked,USA,Maryland,Assateague National Seashore,fishing,N,unknown
509,Jun-Aug,2010,Unprovoked,SPAIN,Alicante,Benidorm,low water,N,unknown
510,Jun-Aug,2010,Unprovoked,USA,North Carolina,"Figure Eight Island,  New Hanover County",sports table,N,unknown
511,Jun-Aug,2010,Unprovoked,USA,South Carolina,"Surfside Beach, Horry  County",low water,N,12-17
512,Jun-Aug,2010,Provoked,USA,Florida,Apalachicola Bay ,fishing,N,unknown
513,Jun-Aug,2010,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",unknown,N,unknown
514,Jun-Aug,2010,Unprovoked,AUSTRALIA,Western Australia,Gnaraloo,fishing,N,unknown
515,Jun-Aug,2010,Unprovoked,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",low water,N,7-11
516,Jun-Aug,2010,Unprovoked,USA,Florida,"Hallandale Beach, Broward County",unknown,N,unknown
